"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"26","1416022_at","Fabp5","16592","fatty acid binding protein 5, epidermal",1.28267326189248,8.60190519340925,2.54933348932544,0.0178914274906386,0.134518431501024,-3.36783899388078
"2565","1452077_at","Ddx3y","26900","DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked",0.456323851644806,8.24366762275413,2.5485123950998,0.017924132894189,0.134518431501024,-3.36946040710862
"3053","1460368_at","Mpp4","227157","membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)",0.740166475358882,3.72565713420114,2.54585134692035,0.0180305101498439,0.134987541924744,-3.37471323556052
"545","1421410_a_at","Pstpip2","19201","proline-serine-threonine phosphatase-interacting protein 2",0.643126133118797,6.86343701031797,2.53801126562265,0.0183473564478611,0.136364289347992,-3.39017204963137
"1343","1432686_at","4833406M21Rik","74575","RIKEN cDNA 4833406M21 gene",0.665285111982421,5.86269288089135,2.53944722349041,0.0182889384754688,0.136364289347992,-3.38734260821683
"2054","1441975_at","Acpp","56318","acid phosphatase, prostate",1.18670778421711,6.05086628810984,2.53898523431298,0.0183077142757414,0.136364289347992,-3.38825301608951
"2177","1445862_at","Marf1","223989","meiosis regulator and mRNA stability 1",0.667722708238828,6.73338236170901,2.53651745374829,0.0184083126565457,0.13648765793781,-3.39311456582057
"566","1421905_at","Tgs1","116940","trimethylguanosine synthase 1",0.541422882810536,5.00439564066026,2.53151845774871,0.0186136765490992,0.13767856428264,-3.40295475640429
"413","1419490_at","Tafa5","106014","TAFA chemokine like family member 5",-0.503105085026808,4.72644550799893,-2.52222349696681,0.0190012097688031,0.139872541767003,-3.42122312218759
"1589","1435640_x_at","A130040M12Rik","319269","RIKEN cDNA A130040M12 gene",0.578642142505466,7.02831417706018,2.52239851832041,0.0189938437199102,0.139872541767003,-3.42087947353285
"1527","1435092_at","Arl4a","11861","ADP-ribosylation factor-like 4A",0.482002966512487,6.58396749607769,2.51967952316563,0.0191085777153029,0.140166540957819,-3.42621665661628
"2801","1455257_at","Itgb3","16416","integrin beta 3",-0.694786832820398,5.2297652004106,-2.51912031679719,0.019132254534379,0.140166540957819,-3.42731394569102
"1538","1435177_a_at","Anapc5","59008","anaphase-promoting complex subunit 5",-0.46288117813107,9.12727489903563,-2.5175096946842,0.0192006010623807,0.140333134130511,-3.43047360347604
"15","1415899_at","Junb","16477","jun B proto-oncogene",-0.756305648341606,5.42605299777635,-2.51296595818646,0.0193946409795495,0.141081111806321,-3.43938135424438
"2697","1453678_at","Mbd1","17190","methyl-CpG binding domain protein 1",-0.870028113480534,4.09377444513347,-2.51359903755457,0.0193674963676964,0.141081111806321,-3.43814076637245
"883","1425689_at","Dpys","64705","dihydropyrimidinase",-0.616664363153532,7.20914154142022,-2.51170924602391,0.0194486300991044,0.14114017645034,-3.44184350916143
"791","1424713_at","Calml4","75600","calmodulin-like 4",-0.605675873993983,4.66411127448963,-2.50861486104248,0.0195821634893323,0.14133662901559,-3.44790314884227
"1114","1428585_at","Actn1","109711","actinin, alpha 1",-0.380115279717264,7.8336112241394,-2.5074946676522,0.0196307136418752,0.14133662901559,-3.45009577459389
"2214","1447670_at","Psmd9","67151","proteasome (prosome, macropain) 26S subunit, non-ATPase, 9",0.801714281840801,4.43001661430923,2.50683322705764,0.0196594336102283,0.14133662901559,-3.45139020074219
"2833","1455614_at","Tomm40l","641376","translocase of outer mitochondrial membrane 40-like",0.518617342009651,4.49172742259809,2.50922662708492,0.0195556962068633,0.14133662901559,-3.44670547239182
"1620","1436026_at","Zfp703","353310","zinc finger protein 703",-0.474036294954908,6.50109650083621,-2.50449794002326,0.0197611454524491,0.141736700599501,-3.45595880387276
"223","1417801_a_at","Ppfibp2","19024","PTPRF interacting protein, binding protein 2 (liprin beta 2)",0.422478694212356,6.91161704404624,2.49365054994117,0.0202400441688675,0.141864728718918,-3.47714903048247
"475","1420451_at","Asic5","58170","acid-sensing (proton-gated) ion channel family member 5",-0.507561738755169,5.81814332293602,-2.49397256939707,0.020225673381217,0.141864728718918,-3.47652070448774
"605","1422578_at","Cs","12974","citrate synthase",0.48292330539625,9.92825443162685,2.5004185966231,0.019939993563207,0.141864728718918,-3.4639337195382
"622","1422826_at","Igfals","16005","insulin-like growth factor binding protein, acid labile subunit",-0.641917337943264,8.89455203153261,-2.49964964994431,0.0199738741593642,0.141864728718918,-3.46543616681674
"1309","1431391_at","Ralgps1","241308","Ral GEF with PH domain and SH3 binding motif 1",0.651990546360201,4.43671916255649,2.49687799775739,0.0200964407183968,0.141864728718918,-3.47084958211841
"1367","1433640_at","Fubp1","51886","far upstream element (FUSE) binding protein 1",0.832227718637124,4.94382742278968,2.4949426106966,0.0201824405613436,0.141864728718918,-3.47462768275582
"1674","1436594_at","Zfp719","210105","zinc finger protein 719",-0.534164961664436,4.59644559619518,-2.50153674441808,0.0198908221402676,0.141864728718918,-3.46174851082451
"2132","1443969_at","Irs2","384783","insulin receptor substrate 2",1.22441305504703,6.18208097502447,2.4997015208415,0.0199715869907932,0.141864728718918,-3.46533482415828
"2584","1452251_at","Nbea","26422","neurobeachin",0.776911830313407,4.36578305723526,2.49523666838662,0.0201693519669687,0.141864728718918,-3.47405375266796
"2826","1455581_x_at","Gm20559","330256","predicted gene, 20559",0.529825540244406,4.16958705679191,2.49659110276567,0.0201091674922136,0.141864728718918,-3.47140973709589
"1630","1436186_at","E2f8","108961","E2F transcription factor 8",-0.767784726032636,4.89000814461984,-2.49128708001036,0.0203458096910951,0.142281946407954,-3.48175926523383
"118","1416868_at","Cdkn2c","12580","cyclin dependent kinase inhibitor 2C",-0.461223447535518,6.68855994708678,-2.48927278480144,0.0204363547239815,0.142285099277608,-3.48568647334358
"1350","1433443_a_at","Hmgcs1","208715","3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1",0.676946615670621,12.1369264333253,2.48921975468546,0.0204387435426398,0.142285099277608,-3.48578984061322
"1823","1438040_a_at","Hsp90b1","22027","heat shock protein 90, beta (Grp94), member 1",0.839729405034193,10.4885341180891,2.48683326139393,0.0205465155102654,0.142712479063401,-3.49044036732963
"1328","1431960_at","Wwox","80707","WW domain-containing oxidoreductase",-0.428640333083457,5.68780729097733,-2.48299313078401,0.0207210411124715,0.143600548430349,-3.49791835547112
"1269","1430568_at","Zc3h13","67302","zinc finger CCCH type containing 13",0.48793978402068,4.77054481541768,2.47885416892288,0.0209106887782686,0.144317946781418,-3.50597103650062
"2241","1448227_at","Grb7","14786","growth factor receptor bound protein 7",0.566197472233663,8.82765746917382,2.4786874084307,0.0209183634268809,0.144317946781418,-3.5062953248965
"155","1417155_at","Mycn","18109","v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived",0.941560575062367,5.45847041956384,2.476384562378,0.0210246126816761,0.144726472531359,-3.51077227229401
"3034","1460147_at","A730009E18Rik","319603","RIKEN cDNA A730009E18 gene",0.696403169047816,3.45097636816193,2.47452176724707,0.0211109249948587,0.144996241538349,-3.5143920136679
"2277","1448550_at","Lbp","16803","lipopolysaccharide binding protein",-0.668923955541706,9.09794163876514,-2.4722489797438,0.021216679575314,0.145398046889179,-3.51880637343794
"1991","1440344_at","Snord89","100217461","small nucleolar RNA, C/D box 89",0.533982387322769,3.15400345809048,2.4711739394018,0.021266873100964,0.145418152292592,-3.52089359526162
"1184","1429178_at","Tenm3","23965","teneurin transmembrane protein 3",-0.582632994881028,6.7677809866188,-2.47004418993693,0.0213197396961692,0.145456405864995,-3.52308648678378
"2368","1449514_at","Grk5","14773","G protein-coupled receptor kinase 5",0.916089541369119,6.52080027456929,2.46531095184032,0.0215425594873132,0.146651450315183,-3.53226776896666
"895","1425895_a_at","Id1","15901","inhibitor of DNA binding 1, HLH protein",-1.07586101857206,6.39047826152513,-2.46247002836315,0.0216773326654006,0.147243162497655,-3.53777367538088
"438","1419703_at","Col5a3","53867","collagen, type V, alpha 3",0.522556072471986,6.77168266388643,2.45747051861112,0.0219164089696101,0.14734547717037,-3.54745436627319
"833","1425099_a_at","Arntl","11865","aryl hydrocarbon receptor nuclear translocator-like",0.935937451919671,6.65302102282913,2.45950841541327,0.0218186632866796,0.14734547717037,-3.54350967168398
"1438","1434282_at","Ibtk","108837","inhibitor of Bruton agammaglobulinemia tyrosine kinase",0.467608982941697,3.68000138541569,2.46005945641437,0.0217923026453866,0.14734547717037,-3.54244272103862
"1806","1437864_at","Adipor2","68465","adiponectin receptor 2",0.550874103114557,8.10114757351437,2.45714985918742,0.0219318259811601,0.14734547717037,-3.54807488854341
"2320","1449028_at","Rhou","69581","ras homolog family member U",0.595590803535883,8.96292898204935,2.45740483527113,0.0219195661462474,0.14734547717037,-3.54758147674757
"1598","1435744_at","Firre","103012","functional intergenic repeating RNA element",0.607083283021469,5.74343774981444,2.45573819858229,0.0219998169241616,0.147480254195306,-3.55080611066079
"1197","1429251_at","Prdm2","110593","PR domain containing 2, with ZNF domain",-0.719675441646182,6.81583841838149,-2.45340882651391,0.0221124355436148,0.147912965581963,-3.55531093910018
"185","1417409_at","Jun","16476","jun proto-oncogene",-1.03813412394659,6.96684337720177,-2.45197186251345,0.0221821748719237,0.148057596704792,-3.55808870970879
"748","1424350_s_at","Lpgat1","226856","lysophosphatidylglycerol acyltransferase 1",0.569744374624108,7.7399139531078,2.44834741359291,0.0223589842204118,0.148914706593522,-3.56509096698284
"1347","1433101_at","9030419F21Rik","71512","RIKEN cDNA 9030419F21 gene",0.653002127347424,6.67488587122675,2.44630081618116,0.0224593978766482,0.149260404463168,-3.56904229253372
"661","1423257_at","Cyp4a14","13119","cytochrome P450, family 4, subfamily a, polypeptide 14",1.92920665304163,8.78244592234104,2.44409610591457,0.0225680362421712,0.149659154131812,-3.57329677998987
"1767","1437478_s_at","Efhd2","27984","EF hand domain containing 2",-0.377839274007062,10.1439962753315,-2.43931358563805,0.0228053720010924,0.150092357074969,-3.58251822065412
"1922","1439348_at","S100a10","20194","S100 calcium binding protein A10 (calpactin)",0.71131456129024,5.04926430532265,2.44029435672964,0.022756513091062,0.150092357074969,-3.58062798153227
"2094","1443017_at","Cpeb2","231207","cytoplasmic polyadenylation element binding protein 2",0.958668245632349,6.7940962622826,2.43885046770546,0.0228284767991828,0.150092357074969,-3.58341063661857
"3002","1458962_at","Tmed5","73130","transmembrane p24 trafficking protein 5",0.652079342729758,5.72527996347941,2.44042629659909,0.0227499476628865,0.150092357074969,-3.5803736608706
"2481","1451234_at","Fam193b","212483","family with sequence similarity 193, member B",0.481517742727471,6.41926811989348,2.43499151747791,0.0230218424655923,0.151040957924579,-3.59084296669321
"1404","1433977_at","Hs3st3b1","54710","heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1",0.407949968736176,8.97194495927299,2.43221885356291,0.0231617104219368,0.151635282911275,-3.59617895476639
"161","1417191_at","Dnajb9","27362","DnaJ heat shock protein family (Hsp40) member B9",0.56364497071624,10.3084446904098,2.42839028292771,0.0233561361477897,0.152499018454633,-3.6035413070065
"342","1418776_at","Gbp8","76074","guanylate-binding protein 8",0.734593026562796,3.5116863731253,2.42670248815939,0.0234423255537997,0.152499018454633,-3.60678482749393
"451","1419898_s_at","Zc3h7a","106205","zinc finger CCCH type containing 7 A",0.564649055609458,5.23255957590179,2.42687920995505,0.0234332872644801,0.152499018454633,-3.60644527298502
"2719","1454402_at","Zfp942","73233","zinc finger protein 942",-0.584800493369335,3.44181200209745,-2.42275593010449,0.0236450105290091,0.153493032484728,-3.61436406880897
"600","1422551_at","Zkscan3","72739","zinc finger with KRAB and SCAN domains 3",0.520363757271985,7.11042054884934,2.42022771884681,0.0237757027785224,0.153945683930416,-3.61921568865127
"853","1425351_at","Srxn1","76650","sulfiredoxin 1 homolog (S. cerevisiae)",0.563797467350654,3.82947418248943,2.41701314470335,0.0239428395095415,0.153945683930416,-3.62538021767239
"992","1427087_at","Luc7l2","192196","LUC7-like 2 (S. cerevisiae)",0.624715127217647,6.20618399579689,2.41659049222809,0.0239648952234869,0.153945683930416,-3.62619037886206
"1755","1437325_x_at","Aldh18a1","56454","aldehyde dehydrogenase 18 family, member A1",1.32822942801958,4.44077147582675,2.41926352137705,0.0238257211789808,0.153945683930416,-3.62106520816929
"2333","1449145_a_at","Cav1","12389","caveolin 1, caveolae protein",-0.498095828889637,5.60757127703729,-2.41715026597093,0.0239356879975464,0.153945683930416,-3.62511735927065
"1980","1440222_at","Sod1","20655","superoxide dismutase 1, soluble",0.646957507190347,5.2315052225123,2.4131226810379,0.0241465696150751,0.154789572303304,-3.63283456051376
"82","1416501_at","Pdpk1","18607","3-phosphoinositide dependent protein kinase 1",0.534939264614272,7.58591806457164,2.40938526006031,0.0243437920587192,0.155540744700595,-3.63998912413753
"1741","1437158_at","Nipbl","71175","NIPBL cohesin loading factor",0.745259507317837,7.29760258338284,2.40898788716932,0.0243648485361349,0.155540744700595,-3.64074943939555
"1583","1435590_at","Dcun1d5","76863","DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)",0.475075408497025,3.6294672437356,2.40543407261703,0.0245539113502336,0.15642315781505,-3.64754591397157
"24","1415993_at","Sqle","20775","squalene epoxidase",0.842790828982107,8.4771699738213,2.40415119894299,0.0246224921633452,0.156535967740936,-3.6499979089772
"2064","1442111_at","D430033H22Rik","320461","RIKEN cDNA D430033H22 gene",-0.489194775764529,6.44680684385736,-2.40201349125236,0.0247371641521361,0.156940730095099,-3.65408208586305
"1139","1428778_at","Sfi1","78887","Sfi1 homolog, spindle assembly associated (yeast)",0.474266910602991,3.97651446981858,2.39779569933875,0.0249648635911046,0.157430357968642,-3.66213414891053
"1194","1429234_s_at","Sept11","52398","septin 11",0.498850138228293,6.24395994761773,2.39679823355225,0.0250189941653123,0.157430357968642,-3.66403717675504
"1319","1431818_at","Rab10os","74173","RAB10, member RAS oncogene family, opposite strand",0.389668963340279,5.73141100853245,2.39713479255566,0.0250007176580768,0.157430357968642,-3.66339511993523
"2330","1449118_at","Dbt","13171","dihydrolipoamide branched chain transacylase E2",0.451790729383646,8.88046636937209,2.39886539950115,0.0249069330533782,0.157430357968642,-3.66009279527187
"2597","1452350_at","Brd8","78656","bromodomain containing 8",0.673198260513712,4.81443864924683,2.39106035304649,0.0253324859364333,0.159077671890623,-3.67497529264
"525","1421092_at","Serpina12","68054","serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12",-0.938212920612633,10.5822720036181,-2.38901097749844,0.0254453294417552,0.159460852733769,-3.67887830280209
"2060","1442069_at","Selenoi","28042","selenoprotein I",0.500874526429295,5.90647970570762,2.38488584155776,0.0256738753591932,0.160566086341946,-3.68672863227479
"68","1416376_at","Tmem97","69071","transmembrane protein 97",0.422562591759991,8.77248757461799,2.38161907941977,0.025856204973162,0.161024501627653,-3.69293979218509
"950","1426700_a_at","Pan2","103135","PAN2 poly(A) specific ribonuclease subunit",0.502856706892903,6.05454663757825,2.38242903950725,0.0258108873404353,0.161024501627653,-3.69140026466556
"1377","1433733_a_at","Cry1","12952","cryptochrome 1 (photolyase-like)",0.663509398443261,7.04695161805689,2.38076324194496,0.0259041690951213,0.161024501627653,-3.69456618695193
"304","1418405_at","Hgfac","54426","hepatocyte growth factor activator",-0.3590730632051,10.0443512851747,-2.37809303371155,0.0260543441003744,0.161510493660851,-3.69963832207697
"1604","1435806_at","Utp23","78581","UTP23 small subunit processome component",-0.502402473711229,6.19936985116678,-2.37750841678189,0.0260873303053114,0.161510493660851,-3.70074837170256
"1186","1429183_at","Pkp2","67451","plakophilin 2",0.371118560084465,7.69298651032679,2.37384950763883,0.0262946541996048,0.161817301944368,-3.70769212761857
"2273","1448494_at","Gas1","14451","growth arrest specific 1",0.551720493061675,7.47375532678027,2.37541335696914,0.0262058572572398,0.161817301944368,-3.70472507695201
"2404","1450109_s_at","Abcc2","12780","ATP-binding cassette, sub-family C (CFTR/MRP), member 2",0.383768165457095,10.3032899860744,2.37431819365457,0.026268012710809,0.161817301944368,-3.7068030226239
"941","1426582_at","Atf2","11909","activating transcription factor 2",0.459733915148649,6.08609211794364,2.37148452870456,0.026429466348362,0.162322291325169,-3.71217695266336
"1030","1427456_at","Wdfy3","72145","WD repeat and FYVE domain containing 3",0.537242252032943,6.62158670245001,2.3683787595335,0.0266074724102521,0.163090025112242,-3.71806256729662
"59","1416286_at","Rgs4","19736","regulator of G-protein signaling 4",0.450894583777982,3.31333615604775,2.36423666861959,0.0268465916695714,0.16357918029119,-3.7259049774533
"154","1417145_at","Nfxl1","100978","nuclear transcription factor, X-box binding-like 1",0.59187566171065,6.67437781075129,2.36313022798875,0.0269107992025254,0.16357918029119,-3.727998477211
"550","1421525_a_at","Naip5","17951","NLR family, apoptosis inhibitory protein 5",0.466633146693707,3.37785320079574,2.35966897287778,0.0271125713189818,0.16357918029119,-3.73454377862272
"656","1423196_at","Nedd1","17997","neural precursor cell expressed, developmentally down-regulated gene 1",0.520368395715694,4.14121637940787,2.36082487066037,0.0270450346489687,0.16357918029119,-3.73235858575697
"1555","1435383_x_at","Ndn","17984","necdin",-0.46892320898025,4.0232801351245,-2.36406383065981,0.0268566122835408,0.16357918029119,-3.72623204293344
"1756","1437341_x_at","Cnp","12799","2',3'-cyclic nucleotide 3' phosphodiesterase",-0.459677055888557,8.70070348795944,-2.3599344800078,0.0270970445927684,0.16357918029119,-3.73404190087444
"2562","1452026_a_at","Pla2g12a","66350","phospholipase A2, group XIIA",-0.518466631579967,5.99771754312903,-2.36091115488124,0.0270399994537014,0.16357918029119,-3.73219544236382
"3028","1460033_at","A330023F24Rik","320977","RIKEN cDNA A330023F24 gene",0.63118832217074,4.53931119845158,2.36081913375045,0.0270453694622034,0.16357918029119,-3.73236943279397
"403","1419423_at","Stab2","192188","stabilin 2",-0.415512138016473,7.89956068688083,-2.35838307238523,0.0271878859572149,0.163712573562329,-3.73697399192424
"1563","1435437_at","Setd7","73251","SET domain containing (lysine methyltransferase) 7",0.555439738144625,5.81401477219258,2.35703005986317,0.0272673389371375,0.163870316229633,-3.73953019062111
"1136","1428758_at","Tmem86a","67893","transmembrane protein 86A",0.532170413046935,7.37264700765411,2.35476902641303,0.0274005901474898,0.16407188263302,-3.74379993581005
"2146","1444320_at","Ddhd2","72108","DDHD domain containing 2",-0.743735454371356,4.53382748148994,-2.35465166844039,0.0274075228057758,0.16407188263302,-3.74402148860281
"1149","1428833_at","4930406D14Rik","73805","RIKEN cDNA 4930406D14 gene",0.576942471413567,5.8787838758409,2.35307530112405,0.02750079953848,0.164310602291074,-3.74699677742288
"2808","1455345_at","Jade2","76901","jade family PHD finger 2",-0.587493834374782,6.92799613033366,-2.3512851301955,0.0276070811389648,0.164625947024408,-3.75037416821549
"1917","1439293_at","Fam214a","235493","family with sequence similarity 214, member A",0.685601251063631,7.90504840717501,2.34963593616084,0.0277053268519541,0.164892245113081,-3.75348423268848
"711","1423891_at","Gstt3","103140","glutathione S-transferase, theta 3",0.489372690835183,8.69284431597234,2.34621132472976,0.0279103643550216,0.164987562435234,-3.75993823771486
"869","1425518_at","Rapgef4","56508","Rap guanine nucleotide exchange factor (GEF) 4",-0.695392084583247,8.72654044092229,-2.34489674153343,0.0279894402311316,0.164987562435234,-3.76241420188604
"2349","1449335_at","Timp3","21859","tissue inhibitor of metalloproteinase 3",0.558559870239406,6.23853523870512,2.34774216197557,0.0278185387920565,0.164987562435234,-3.75705392384763
"2469","1451056_at","Psmd7","17463","proteasome (prosome, macropain) 26S subunit, non-ATPase, 7",0.477064690893622,8.28212207302389,2.3462430518161,0.0279084584196303,0.164987562435234,-3.75987847079309
"2663","1453103_at","Ablim1","226251","actin-binding LIM protein 1",0.612579896913624,6.18364179765946,2.34555082096194,0.0279500698334338,0.164987562435234,-3.76118237338158
"425","1419583_at","Cbx4","12418","chromobox 4",-0.633053835303416,8.99214074094308,-2.34190710972119,0.0281700414999717,0.165103271800787,-3.76804196435435
"1087","1428306_at","Ddit4","74747","DNA-damage-inducible transcript 4",1.05814892131637,7.61264944564618,2.34257500797284,0.0281296017390679,0.165103271800787,-3.76678506731401
"2687","1453474_at","Abhd15","67477","abhydrolase domain containing 15",-0.391966315377313,8.09130008748328,-2.34298092815372,0.0281050502172128,0.165103271800787,-3.76602107397236
"1689","1436753_at","Adck5","268822","aarF domain containing kinase 5",-0.451460181284602,8.19081893555597,-2.33940145958632,0.0283222292087833,0.16567965641716,-3.77275535788287
"1283","1430863_at","4933411B09Rik","71123","RIKEN cDNA 4933411B09 gene",0.649122890108577,4.6402226339491,2.336854196834,0.0284777175918187,0.166273125294167,-3.77754393073705
"1593","1435661_at","Tmem237","381259","transmembrane protein 237",-0.406715160724052,5.24870667888412,-2.33338176913935,0.0286909411308303,0.167042030632454,-3.78406667054179
"2753","1454878_at","Dzip3","224170","DAZ interacting protein 3, zinc finger",0.446380106873628,3.94039895214873,2.33294307212055,0.0287179831669055,0.167042030632454,-3.78489032129333
"400","1419395_at","Acot12","74156","acyl-CoA thioesterase 12",-0.425434664172604,7.93102384631691,-2.32065203018377,0.0294851915120782,0.171181008080499,-3.80792875633158
"938","1426534_a_at","Arfgap3","66251","ADP-ribosylation factor GTPase activating protein 3",0.490935675837609,6.49038986873526,2.31721615253216,0.029702994052354,0.171797204321604,-3.81435585584643
"1293","1431032_at","Agl","77559","amylo-1,6-glucosidase, 4-alpha-glucanotransferase",-0.400820671301744,6.81059249654382,-2.31767261447447,0.0296739739763512,0.171797204321604,-3.81350233696637
"1470","1434506_at","Arid2","77044","AT rich interactive domain 2 (ARID, RFX-like)",0.429756742151352,5.83181344342542,2.31341465350127,0.0299456902591361,0.172552226455734,-3.82146016347521
"1627","1436174_at","Atad2","70472","ATPase family, AAA domain containing 2",0.461694293801864,4.55060939210609,2.3136063134046,0.0299334109209014,0.172552226455734,-3.8211021552846
"877","1425600_a_at","Plcb1","18795","phospholipase C, beta 1",0.451929616424155,4.10659549998266,2.30439672471258,0.0305286946806481,0.174294672048021,-3.83828470308661
"956","1426805_at","Smarca4","20586","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",0.558921314022296,6.72789962191356,2.30612058769954,0.0304164510918558,0.174294672048021,-3.83507161985051
"1071","1428083_at","Neat1","66961","nuclear paraspeckle assembly transcript 1 (non-protein coding)",1.28644043732498,8.26354389297317,2.30435669017583,0.0305313058933647,0.174294672048021,-3.83835930550521
"1205","1429332_at","4632427E13Rik","666737","RIKEN cDNA 4632427E13 gene",0.660330479399359,4.42021871108888,2.3045978232842,0.0305155813178791,0.174294672048021,-3.83790995371206
"2083","1442536_at","6430590A07Rik","619719","RIKEN cDNA 6430590A07 gene",0.44853912183387,4.79636741701374,2.30646409384097,0.0303941300093678,0.174294672048021,-3.83443118908664
"1027","1427411_s_at","Dleu2","668253","deleted in lymphocytic leukemia, 2",-0.487874140568035,6.69001936726047,-2.30210820120539,0.0306782897978192,0.174397738709113,-3.84254798861826
"1295","1431120_a_at","Golga1","76899","golgi autoantigen, golgin subfamily a, 1",0.433228789644747,5.11000761984147,2.30200719875267,0.0306849075038655,0.174397738709113,-3.84273608641163
"1467","1434493_at","Rbis","69126","ribosomal biogenesis factor",0.579699204312938,4.53535361298256,2.30061783583901,0.0307760715369023,0.174397738709113,-3.84532299916305
"1668","1436572_at","Cep95","320162","centrosomal protein 95",0.46346715347391,4.2653791754035,2.30120861009627,0.0307372772317361,0.174397738709113,-3.84422312827965
"1477","1434600_at","Tjp2","21873","tight junction protein 2",0.384235777520894,7.77332251575781,2.2976061131528,0.0309745389785039,0.175199736097163,-3.8509273800797
"1701","1436843_at","Rbm12b2","77604","RNA binding motif protein 12 B2",0.451565220703475,2.67350861940338,2.29660798165641,0.0310405719371101,0.175251082294473,-3.85278376977416
"731","1424140_at","Gale","74246","galactose-4-epimerase, UDP",0.67485367452663,7.4877876405879,2.29360144320321,0.0312402527298939,0.175867416462498,-3.85837254589255
"1482","1434629_at","Zbtb26","320633","zinc finger and BTB domain containing 26",0.512388118979926,3.704395309841,2.2923875867775,0.0313212038418748,0.175867416462498,-3.86062768307748
"2023","1441030_at","Rai14","75646","retinoic acid induced 14",-0.468183635376248,5.4950290479528,-2.29282964586907,0.0312917011037541,0.175867416462498,-3.85980649763016
"2012","1440866_at","Eif2ak2","19106","eukaryotic translation initiation factor 2-alpha kinase 2",0.468446933976523,4.65993083715551,2.29000996077293,0.0314803216103041,0.176438888151012,-3.86504278661771
"1445","1434350_at","Csrnp1","215418","cysteine-serine-rich nuclear protein 1",-0.662660639704449,6.87182900495533,-2.28540645272722,0.031790503339982,0.177209019523776,-3.87358322961431
"1887","1438855_x_at","Tnfaip2","21928","tumor necrosis factor, alpha-induced protein 2",0.726283253872507,7.87824492256865,2.28659733893495,0.031709995522368,0.177209019523776,-3.87137490464837
"2480","1451229_at","Hdac11","232232","histone deacetylase 11",-0.469857934020038,7.51168621390333,-2.28612443773735,0.0317419428752949,0.177209019523776,-3.87225191555115
"1693","1436775_a_at","Ankrd17","81702","ankyrin repeat domain 17",0.469447500703415,7.57320997683631,2.28244392478256,0.0319915905035795,0.177380728903473,-3.87907374035672
"1713","1436934_s_at","Aco2","11429","aconitase 2, mitochondrial",0.310743233282233,9.68673533984818,2.28321564571631,0.0319390969104761,0.177380728903473,-3.8776439164518
"2329","1449115_at","Mtf2","17765","metal response element binding transcription factor 2",0.44919206007414,3.86582927773071,2.28240487060044,0.031994249119736,0.177380728903473,-3.87914609100117
"946","1426614_at","Zmynd8","228880","zinc finger, MYND-type containing 8",0.438415839546382,8.17806799452234,2.28079876182395,0.0321037599974913,0.177667750921368,-3.88212086197664
"1595","1435665_at","Trim30d","209387","tripartite motif-containing 30D",0.482256974297004,6.65678087388653,2.27946807877604,0.0321947503739112,0.177851430701121,-3.88458452429762
"434","1419665_a_at","Nupr1","56312","nuclear protein transcription regulator 1",0.56751399169568,4.78654546532802,2.27391701338344,0.0325768699153427,0.178361261084537,-3.89485235798713
"751","1424354_at","Tmem140","68487","transmembrane protein 140",0.497765510682154,6.8925366494227,2.27414329101431,0.0325612130431306,0.178361261084537,-3.89443411298338
"1128","1428714_at","Pgrmc2","70804","progesterone receptor membrane component 2",0.392474039997117,9.12881353798929,2.27444498143691,0.0325403487989866,0.178361261084537,-3.89387643721637
"1799","1437773_x_at","Ddx17","67040","DEAD (Asp-Glu-Ala-Asp) box polypeptide 17",0.46148543749193,10.2530689166026,2.27594578197357,0.0324367379256666,0.178361261084537,-3.89110152416717
"2836","1455637_x_at","B230307C23Rik","245305","RIKEN cDNA B230307C23 gene",0.413158650473826,4.94505321052011,2.27640636199399,0.0324050012583284,0.178361261084537,-3.89024970594827
"1035","1427480_at","Leap2","259301","liver-expressed antimicrobial peptide 2",-0.506602608257463,11.5212920034576,-2.26999845175254,0.0328490994243519,0.179267883278061,-3.90209123634317
"1355","1433496_at","Colgalt1","234407","collagen beta(1-O)galactosyltransferase 1",0.44333045120355,6.50796895051073,2.26985676338008,0.0328589815303303,0.179267883278061,-3.90235283704958
"227","1417819_at","Tor1b","30934","torsin family 1, member B",0.424807418669703,6.29279300638361,2.26777244536116,0.0330046666973197,0.179743998986996,-3.90619996773523
"1320","1431820_at","4632404H12Rik","74034","RIKEN cDNA 4632404H12 gene",0.441089375176592,3.75792060962851,2.26403962097437,0.0332670484320244,0.180852841034168,-3.91308436021131
"847","1425312_s_at","Cpsf4l","52670","cleavage and polyadenylation specific factor 4-like",-0.409590386863644,5.90582272605493,-2.26315026245369,0.0333298416565924,0.18087464334627,-3.91472355405329
"689","1423622_a_at","Ccnl1","56706","cyclin L1",0.529470311860284,7.96310936038532,2.26148095328088,0.0334479951403262,0.181196269448563,-3.91779921128427
